LEI	LEGAL NAME	STATE
984500801DN105CE4052	GALAXY PROPERTY CONSULTANCY	
549300MGGM9AD4WWK051	GALAXIAS BUILDING BLOCK A AGIAS ELENI 36, FLAT 601	
699400VQD70ZG2Q79584	GALAXIT	
213800IKLS256Z8KIL26	Galaxy Futures Co., Ltd	
254900DFGD08L177L562	Galaxy Merchandising Enterprise Limited	
9695004M201UQ02UVZ56	GALAXIE A	
969500R459Z8C9SZ7R91	GALAXIE G	
54930001MKJOJMNEHA19	BEACON COMMUNITY BANK	
5493005B7F9OU60V7R03	Beacon Communities LLC	
2549000F3AAEB00G3191	Beacon Communities	
254900LTNGY5NNBHJZ30	Capital ASEAN Fund	
635400CJVBBN7AG98N22	Capital Realty Limited	
9598003LZEQMET3B7A66	CAPITAL REAL ESTATE S.L.	
5493005WDIDLSX3P2J59	CAPITAL AREA REALTORS FCU	
213800NOTQBADL6I1726	CAPITAL DREAM INVESTMENTS LIMITED	
254900H3GEFML1HRSG37	Capital Real Estate Management LLC	
5493000JDTIMVGJ0WI50	Capital Real Estate Southeast, LLC	
549300012TM0LYI1A844	Capital Treasure Investments Limited	
549300XICE1XLI0VXV87	Capital Area Housing Finance Corporation	
5493006QF7XJXOQ5H981	CAPITAL REAL I - FUNDO DE INVESTIMENTO FECHADO	
549300YD9NNO7W7TSI64	Wheatland Bank	
549300PPVDORBR4XME60	Wheatland Seed, LLC	
OFF8ZGJOM1DPS36TRR88	Wheatland Tube, LLC	
254900ZYN09DHE845O16	Wheatland Fireplace Ltd.	
213800WDIJDM8VOHNE74	WHETLANDS	
549300X5Q6JXSPRKKG60	WHEATLAND WIND PROJECT LP	
213800511NAUK2F38531	WHEATLAND SERVICES LIMITED	
254900QAWUCYIZ2NAS20	Middle Tennessee Imaging, LLC	
549300CAYFS3TTE9I724	MIDDLE TENNESSEE LUMBER COMPANY, INC.	
549300ZDYXT3JUQQ9C89	Middle Tennessee Natural Gas Utility District	
984500ODDNA7F47B2L38	LATITUDE 34 LTD	
2549000GKYVS31PK7V84	LATITUDE 2021 LLC	
549300SQUWFP1Z4EET89	LATITUDE 36 FOODS, LLC	
549300WUHOE9AVWQQV85	LATITUDE 36 LOGISTICS, LLC	
213800CT633R2VQ46H22	LATITUDE 37 CARAVANS LIMITED	
984500UA4EMZ15B36F49	LATITUDE 29 INVESTMENTS PTY LTD	
635400WDWOKBOLWPQM28	AFFINITY FIRST LIMITED	
789000G4NKTU0ZIABT84	TRU	
969500OCYBEFTMDSJ824	TOUCHE CHAMPAGNE	
969500895IRAYLSOPS48	TOUR-EN-SOLOGNE	
894500CUIUNHVP8FHT29	T4U	
8945001U1UWKWA3B7703	TDU	
549300K56O6W3FIV2476	Sycamore AB	
529900VQ92KP8PPXD159	Sycamore GmbH	
9695001TH1H9O8236K48	SYCOMORE SARL	
213800KHOOO85415GG16	SYCAMORE TRUST	
5493006VT3T8MMVA8L09	Sycamores, LLC	
25490099WQV53XG8ZZ28	LOCO	
969500MS6ODTRIHJ2M37	LOC-EGUINER	
9695002P1AS3YKS7AO05	LCO	
9695007EV7XGZG1OLE05	LOCMELAR	
54930016W3H25IY7MZ80	RocketCity Community Church	
969500410UT412ENGX54	GALERIE COMMERCIALE FLAINE II	
969500N7A637YC2GS989	GALERIE DU PASSAGE DU PORT	
9695001GSEK11ZRYRM25	GALERIE MARCHANDE BARNEOUD	
969500WRVD4BFUFCKZ52	GLE	
894500K5YZ634UTW1E78	Galerie Ravenstein 2	
213800BJPMPC9VAFT359	MERTON LANE	
254900Y3Z1BAOO08N864	Merton Lane (North)	
894500C7FEAC4HQJCK52	Kenmore N.Y. Teachers Federal Credit Union	
969500XVSLRF69APF327	ROLLING CAR	
894500RJVSGYLPPF1W78	ROLLINGFUNDS	
9845000C2LC7B9I74577	ROLLING REELS	
98450053D2C58EA9FA95	ROLLING ROOKS	
335800Q354I9PQ98XI78	BANNER	
875500HEBXV33TSDTU68	Bannerlaan 83 C2	
2549006I1KCVDLBYTC70	Bonnert, chemin de Guirsch 31	
894500FT8OP30XEMIZ61	Bannerlaan 42	
5493000RV3DNOBPQCH56	Banérgatan 55 5tr	
5493001WNCI82515HY39	Banérgatan 81 Lgh1801	
984500F9C684RJ1CF790	Banérgränden 10	
894500AT3C8U4PBUZ273	CRANBERRY AS	
254900XSNLYPXL2ETQ90	Cranberry SP	
254900Q2ICV2Q24IUM12	CRANBERRY 1, LLC	
254900D9M4THFVE1JC76	CRANBERRY FEE LP	
549300CVNYQL5SAR7909	Cranberry Row LLC	
7245003TT3IPMFG5JN56	Cranberrylaan 24	
549300LP2KDGCTWT2Z55	Cranberry Group AB	
213800TH9UTIBQZ3QW54	EMERALD COAST PROPERTIES LIMITED	
549300AVXED988IXW437	Emerald Coast Dreams Investing, LLC	
969500N9SMSLD4DSIG66	DUCHESSE	
89450018N9PF9OLUOD39	Dochelp Oy	
969500PSH7TM6OD08032	DUCHESNAY SA	
335800DG9MR9O6TYQA31	DUCHESS 2024	
25490098X7KXASZZGR11	DICHESBUEN AS	
969500TBJFBG2D2VD228	DUCHESSE ANNE	
967600NKWVLAZBTXR342	Dechesne Pumps	
549300MX7NNE2YNO9R12	DUCHESNAY INC.	
875500OE2Q123RJWZ892	Escondida	
724500CKO6OYI8C67X65	Escondido B.V.	
549300G7BWSGYCNWZT87	ESCONDIDO 24, LLC	
5493002ZJFF2VEWLS025	Escondido Venue, LLC	
549300I61DOAD2KXGR53	ESCONDIDO QUINCE, LLC	
5493000P6B0FZL3XIO33	Escondido Paramount, LLC	
529900HTKHEG6A8OBM31	ESCONDIDO Privatstiftung	
549300OT3RI2QL6PV728	ESCONDIDO RESOURCES II, LLC	
254900Y30BWHDKKF5Y53	Perfect Circle Credit Union	
549300NJPEGK11TGH336	PERFECTCIRCLE INVESTMENTS LIMITED	
984500O9D2D8A3B51B69	SRU	
894500SHWSTMOLMQNN08	Saulnières	
254900BWN29HNH4ROZ44	The Bridgewater Trust	
549300ZMHD2Q5VL3CS51	THE BRIDGEWATER HALL	
213800LJRTEYHFJJO989	THE RIDGEWAY TRUST NO.1	
254900T9GUC0KQFHX770	The Bridgewater Club, LLC	
213800KUZFYZ928Q5Q08	THE BRIDGEWATER FOUNDATION	
5493006RW3XWX6ZM6N10	THE RIDGEWAY 1E	
213800XCZBH25FR7NZ31	THE BRIDGEWATER CHARITABLE TRUST	
984500FP5O4FA845H155	The Ridgeway Trading Estate	
25490052OXR5L94KQD35	Palmetto First Mortgage	
9845002H996A686F7260	HEALTHCARE FINANCIAL	
5493006RSW8Z6Y5TWP50	Healthcare Financial Solutions LLC	
2549001EQMT6S5AP7U66	HEALTHCARE FINANCIAL MANAGEMENT ASSOCIATION	
549300VDCE0HESF63887	ST. JOSEPHS CANTON PARISH	
549300TT4NZFI3L71Y67	One Detroit Center	
5493001PRNYNDGLOD068	United Employees Credit Union Limited	
984500DEF1BAFD4BBE77	MILLTOWNPASS	
254900CZRZZMLXZRPO68	Milltown Property, LLC	
894500FB2LWHP4GVBF31	Mill Down House, The Vineyard	
54930030DLVEEF28UL91	MILL TOWN PARTNERS, L.P.	
2138004GGIYSNV7BBW08	CENTRAL KEYSTONE INSURANCE AND REINSURANCE BROKERS LP	
984500KD9D0A7852F464	ATLANTIC CITY ELECTRIC CO EMP	
549300HKT8B3UIZPFM76	Financial Security Assurance Inc	
549300SR9515TWDTJU34	LIONS SHARE TR	
254900E3RL3KLC2WLR29	LIONS SHARE CAPITAL LIMITED	
2138007DJOKQAK8OX669	LION'S SHARE (HOLDINGS) LIMITED	
549300Q7HZGNAL0VED25	Kings Peak Energy LLC	
5493002INCNE13Z6ZB53	Kings Peak Holdings LLC	
549300CFVPB6D3HDXM03	Kings Peak Master Fund One LP	
549300Y4KF4EVGVKLQ77	Kings Peak Asset Management LP	
549300PGI8Q6VWIYQ835	Kings Peak Global Macro Master Fund LP	
549300AQ5GZM7EUP2B75	Rimrock II, LLC	
549300CY7LPF63V0AQ38	Rimrock LVMF, Ltd.	
549300BUDOIIXHEUCF90	RIMROCK FUNDS TRUST	
2549004KF6QNRD5AVK03	Rimrock Colony, Inc.	
254900LZF1Z0SYIYKC88	Rimrock	
549300SYLJ8LT28HXJ03	RIMROCK OIL & GAS, LP	
549300IV5WJ4CHTQF811	Rimrock Core Bond Fund	
5493000IEKHFEN8MOI18	RIMROCK CATTLE COMPANY LTD.	
6488690UMRY5A4M7Q723	COSENDO	
7437003CBOUKZ36TQL60	Codent Oy	
213800D1UBKXG839GL03	COBDEN STREET	
743700HV1VW92VH1YE97	Codenio Oy	
9845002F8B1EEACFBE15	Codename OÜ	
54930020Y6JHMDTOTW45	Condenca AB	
969500DOPJ7L9FJIYM67	EDDY	
984500XEJ8DB6568F447	EMDY	
98450013FA2B97F41A29	EDAYS	
549300XI7484KWZFIE31	EDDY PIRON	
529900YVEMEXY58PCF69	EDD AG	
9695004QTIBK4QTH7V21	EDYKOS	
967600WF2TFDA933V713	Edyson	
54930041NSVMLWSIDJ91	EDDA MATTERNE	
984500X3B1D03B0AEH62	Eddagränd 7	
549300YMPH2H8CM5WS98	VISION FINANCIAL	
213800HHP94GAA51RI27	VISION FINANCIAL SERVICES	
549300J0X8HK9GUADL55	VISION FINANCIAL MARKETS LLC	
5493006O6Q2F0MR0ZM22	VISIO FINANCIAL SERVICES INC.	
213800KCMEJIQ2L49J70	VISION FINANCIAL ADVISERS LTD	
8945007WONFRK73UR709	ALCO	
969500RNQ01SX1MS9E34	ALCENS	
9695002L6ZFF6IG1HF84	A7CO	
9676008YW8B5RJCYWO86	Abco	
969500NNU525TGVM0L63	ACOR	
894500CI1V6B67I7HT63	MERHO	
8945007QDWFU532NIL74	MERO	
875500OW7OGKECYVC734	mierhoopweg 14	
969500CYE9OAES6RM668	MERIO	
549300WLBB0Q585BON59	MERYO	
98450072B947DDF84C54	MECHON	
894500V2XAZW0HFOGD67	First Pioneer Inc	
549300KKOGNUAUMXMA83	SECURED ADVANTAGE	
549300CBYK26BZEL8345	Remington	
335800DTFNX7F2LM5227	REDINGTON (INDIA) LIMITED	
2549002WJB5PGPWS7Y64	REXINGTON LIMITED	
254900JC6CAV4278GR08	Redington Gulf FZE	
549300ZYYXULSDXCC798	Remington Seeds, LLC	
549300TWQM8M23WNWZ59	REMINGTON MONUMENT LLC	
213800Q2M598PW1TBJ73	REMINGTON PARTNERS LTD	
5493001YFTK2H61JV876	Remington Summit, L.C.	
549300VTVP64BKEO3L58	MOUNTAIN VALLEY BANK	
5493003ZCL0UPU6NWT09	Mountain Valley Bank	
254900U62X8RBEAWTH58	Mountain Valley MHC, LLC	
549300XV99FUY8V0D177	Mountain Valley Seed, LLC	
254900SHFXD1FJKHJL30	MOUNTAIN VALLEY CENTER LLC	
549300N1M73HIZ108D26	Mountain Valley Produce, L.L.C.	
549300PU8RZFXSRQI446	MOUNTAIN VALLEY MD HOLDINGS INC.	
5493007OAXJ4YC7TQ786	Mountain Valley Treatment Center	
5493005KNXP6MU4HND95	Mountain Valley South S.a r.l. SPF	
6367009A6KC48E6Q1U78	Norastrom	
549300TINFC6H8F2YI61	Nordströms väg 5	
6367002U02ZD9FVLID69	NORDSTROM AS	
254900OY8BR86LTUCX88	NORDSTRØNO	
549300S3IZB5P35KNV16	Nordstrom, Inc	
984500F1ARC40598YC05	Norström Invest	
549300IEEXRYJH5WM380	MATCO	
315700F8O4FQKGRX3E60	MECON	
699400CCRZ7CFLEK4Y35	MELCO	
967600GZLH63SNVSJD74	Menco	
969500TFU6DJX4PZO267	MENCORNER COMPTOIR DE L'HOMME WOMANCORNER	
89450021A2IO2R1LDH80	METCA	
894500F0FXOYPXRE5V06	RESPONDERS EMERGENCY SERVICES CREDIT UNION	
894500PQRAIRI22AA643	RTE DE NANTES	
969500LIHMAEM3QF0I29	RT+	
9695007F7AHPFYJ30P74	RT 10 - LIEU DIT BRAGATO BP 142	
9695006MTNFSL8YC0B10	RTC	
969500J450AR2HCDLV30	RTE BARRONNE	
969500IUAK60155V6U81	RTE D ARLES	
984500147NO37BEA8650	Simplonbaan 483	
213800WBJOM9JO7Y8Z21	SIMPLATROLL LIMITED	
894500FWMBKZ8V3XCF60	SimpleTech AB	
894500THY2MTZPSARW18	Simplonstrasse 38	
549300IHIZSQQ5N2BC62	Simplution AB	
984500CA595077ECCC79	SimplyTech OÜ	
549300EX6YJG14BMB175	SIMPOTEL, LDA	
5299008JMER5Z4DLTP34	Simplonstraße 14	
549300YFT14H8HRQ5D03	SIMPLETREE ANARKALI, HOLDING NO.89, PLOT NO.03	
315700URB8TC6FLV2X26	Simplity s.r.o.	
335800E3HCRZMCMKW873	FIRST STREET, RAYAPURAM	
254900H27Q6A6IOCW477	First Street, P.N. Road	
2549004QBQMREC0G6B16	First Street Angeripalayam Road	
3358001EFW2QD1JYUQ04	FIRST STREET, MANGALAM ROAD,	
254900OPP2RDECE7X585	FIRST STREET, ALTOS DEL GOLF	
3358004AKSKFU8OF6E93	FIRST STREET KILPAUK	
984500YC49504F91A427	FIRST STREET, ANNA NAGAR	
549300NOFGKTB6WAYW25	First Street - US, LLC	
335800B83DYRNK154T32	FIRST STREET GANGA NAGAR	
54930027CDXLJ58XBO36	Riverside Community Bank	
254900K2VCC1914S1373	Riverside Community Care, Inc.	
254900L65F330UGF7T50	RIVERSIDE COMMUNITY URBAN REDEVELOPMENT CORPORATION	
743700PLGFXSQAI1KW40	Pennatar Oy	
98450015R7A52ACF4660	Pennstället 3 AB	
98450002FF7JC5FNC085	Pennstället 5 AB	
984500B48D5BC5BB5816	Pennstället 9 AB	
1595N6R3C4BQY6G98U22	Pennstaellet 41 AB	
549300WRHN73TT7C3T26	Pennstallet 15 AB	
9845000D41BB11B14B92	Pennstället 16 AB	
6367009CM9HPBMVFQB44	Pennstallet 18 AB	
5299009YWZV7BNC4FX14	Veritas AG	
5493003H24A33RH7H228	Veritas Place	
254900Y9R185L8IDRK43	Veritasveien 20	
549300WFXM6ZXH5UOR19	LIFETIME	
743700JB2YKUNKVBQO57	Lifetime Oy	
8156000C961235EFD270	LIFETIME SRL	
655600MDFEHAEH83VT04	Life Time Household Commodity Co.,Ltd	
254900D8FMVMP2F7G862	Lifetime Corp.	
724500A01HI84AJV5181	Lifetimes B.V.	
549300PALKE96VYH4X17	LIFE TIME FITNESS, INC.	
335800EHQT59VRGKNQ31	LIFETIME FITNESS	
2138008TQ5MA6F454T15	LIFETIME FLEXI SIPP	
254900RRVXDJWO6WJU91	UNITED TRADES & EXPORTS	
984500EDWC40HD81XC37	UNITED TRADECOM PRIVATE LIMITED	
875500Q6Z79YGJGLY235	United Trade & Consulting Enterprises OU	
549300U394SOV3NGG049	University of South Alabama	
549300ORG0JJRYMLVX46	TOTAL CHOICE	
98450094AFC37E80C242	TOTAL CHOICE PACKAGING PTY LTD	
96950012A7XRSKR93374	JACOM	
699400AO9CQ0GNBKI627	JaCo	
9845005BA096A299A962	Jacob de Meyerestraat 13	
6488Z92NH1B00K93MG58	Jacobs-Fontainestraat 35/1	
8945008C90EUSFXIFF19	Jacob Aalls gate 6	
549300VHITS0GXJRXV39	KELLOGG MIDWEST	
9845002BS3F03CCM3F17	huntington beach	
549300J41GYAS3ZM5Y41	Huntington Beach, CA	
549300JQ5F2IDUMRP749	HURTINGTON BEACH	
549300GDYSMHMVWVHX22	Huntington beach	
8945001FF9QN91QS1J46	HealthNeed AB	
VJE5UWSRKHIHB63TF042	HEALTH NET, INC.	
815600A08A5735337239	HEALTHNITURE S.R.L.	
9845005CB09OE9BA4842	HEALTHSETGO SERVICES PRIVATE LIMITED	
789000NLRV49GKV06093	KUE	
967600JXPGN9DZKZPN29	Keibergstraat 61	
894500BXKUGR75K2H858	Keizersgracht 695-699	
549300QCQ6VRVMWRI487	Kaerehave Skovvej 24	
969500YQLNU2DNYNZY56	EVERGLADES	
549300QSQ3D58E7QKA41	EVERGLADES FARM EQUIPMENT CO., INC.	
969500FFD8IMY4O8NH49	EVERGLADES PEA	
549300DT0ZRJV6KLVY06	Everglades Re Ltd.	
5493000EE11S6ONK0372	EVERGLADES RE II LTD.	
5493004L1N63CWHH7S26	EVERGLADES FUNDING ULC	
9598004UMAFG6SQK2J21	EVERGLADES BUSINESS S.L.	
549300FW808WJTNGGA03	EVERGLADES COLLEGE, INC.	
5493000XFYNUDG2X9I48	Everglades Petroleum LLC	
254900W62MU5MIWNT108	EVERGLADES COMPANY LIMITED	
724500VHEMYNBRHKNS32	Fellowshiplaan 65	
254900OT7J3ZAXUES673	Fellowship OU	
335800M2D2TBJS6EDT34	FELLOWSHIP COLONY	
549300EZS6EHAULRRZ95	Fellowship Church	
724500HJUCO252KPFH77	Fellowshiplaan 54	
2549000EE3JRWSM03B67	Fellowship Manor LP	
25490042J7X8I0FZZA12	Fellowship of Lorsh Trees Ltd	
549300HNCZTN935D0V96	FELLOWSHIP PLAZA, L.P.	
549300EFYRSAW4JV2B94	FELLOWSHIP ROAD I, LLC	
984500BA637Z3544A092	Olympiaplein 37	
549300HQ37CH4AZMKR02	OLYMPIC-RO 300	
8945002OZP2WDVV05021	Olympialaan 33	
894500VIBEL3X5HSVL04	Olympialaan 50	
529900EWVPD425F9E498	Olympic	
549300NUK30FC9K5W533	Spirit of America Energy Fund	
549300C7KFCEM3QBIB19	Spirit of America Income Fund	
549300WVAWZGKW3UIJ90	Spirit of America Utilities Fund	
254900AKS5C5AT6ZAP83	SPIRIT OF AMERICA MANAGEMENT CORP.	
549300Z0FSK74KF04H30	SPIRIT OF AMERICA INVESTMENT FUND INC - SPIRIT OF AMERICA LARGE CAP VALUE FUND	
549300PJ84G8FJU36634	SPIRIT OF AMERICA INVESTMENT FUND, INC.	
894500X41XMKEZMAOF90	Forening med begrænset ansvar	
894500K2LCA6WX4L8242	Fougeres	
894500EF6ZX0MI81V876	FARGES-LES-CHALON	
699400DONJ3V0GJ0UJ33	Forestierspad 11	
2549009R56HS6UJ6SZ29	FOGEO	
959800Q6NXABMXEJPK50	ACM CONTINENTAL, SL	
894500V5JC0DXP3TKK92	Sevenfold Oy	
98450091A74E13D82D54	SEVENFOLD B.V.	
724500YY0HNESD3AJ483	Sevenwolden 2	
969500HS5FA8HQCSBR80	SEVENFOLD HOLDINGS	
254900FH7CEV45BJWA17	Sevenfolds Enterprise Inc	
335800SVLTPOZ5Y32S40	SEVEN FOLD CROP SCIENCE PRIVATE LIMITED	
743700EMK0KQS2THGJ92	Cutting Edge Oy	
529900JV208ZNXAKR553	Cuttink Edge GmbH	
894500BH3JE1YOB6GN51	Cutting Edge Tools Inc.	
213800RHG127TAKAD404	CUTTING EDGE CONSULTING LTD	
7245005RHB7VPRLNGS97	Cutting Edge Holding B.V.	
335800U3I5XWK2I3IL66	CUTTING EDGE TECHNOLOGIES	
549300OVTWW64TK4OU73	Cutting Edge Group Limited	
894500K5Z6HN2BRP1P95	CUTTING EDGE CAPITAL PTY LTD	
213800B8QXZLHDUM5A58	CUTTING EDGE SERVICES LIMITED	
549300YMIPBTHGM0L405	CENTRAL WISCONSIN COOPERATIVE	
